event,date,region,netplay,version,p1name,p1char1,p1char2,p1char3,p2name,p2char1,p2char2,p2char3,url
Skullgirls OCE Danisen,2020-04-13,Oceania,1,2E+ Final,Mao,DB,BB,PC,Drip,MF,DB,BB,https://youtu.be/ezk67QHThLo?t=2276
Skullgirls OCE Danisen,2020-04-13,Oceania,1,2E+ Final,Drip,DB,BB,N,Villyness,PC,N,N,https://youtu.be/ezk67QHThLo?t=3656
Skullgirls OCE Danisen,2020-04-13,Oceania,1,2E+ Final,Pika_Bat,CE,N,N,Drip,DB,BB,N,https://youtu.be/ezk67QHThLo?t=4105
Skullgirls OCE Danisen,2020-04-13,Oceania,1,2E+ Final,Mao,DB,BB,PC,chimps,PS,FI,BB,https://youtu.be/ezk67QHThLo?t=4781
Casual Matches,2020-04-15,North America,1,2E+ Final,Dud,RF,DB,N,Wingit,PC,N,N,https://youtu.be/D3NbmIZg7tA
Casual Matches,2020-04-16,North America,1,2E+ Final,Wingit,PC,N,N,Nadeko,CE,DB,N,https://youtu.be/_ayKM5qBUB8
Casual Matches,2020-04-17,North America,1,2E+ Final,Wingit,PC,N,N,Riou,VA,PS,CE,https://youtu.be/vNVIycmqDq8
Skullbats EU,2020-04-18,Europe,1,2E+ Final,Ippolit,SQ,DB,FU,Ranger,VA,FI,CE,https://youtu.be/Q9LObJItTj8?t=1058
Skullbats EU,2020-04-18,Europe,1,2E+ Final,Izzmo,VA,DB,EL,Mr. Peck,PC,RF,PS,https://youtu.be/Q9LObJItTj8?t=2080
Skullbats EU,2020-04-18,Europe,1,2E+ Final,Mr. Bors,PS,PW,DB,Gone2Heaven,PW,EL,N,https://youtu.be/Q9LObJItTj8?t=3435
Skullbats EU,2020-04-18,Europe,1,2E+ Final,Hylik,BW,DB,CE,TommyBoi21,BW,MF,BB,https://youtu.be/Q9LObJItTj8?t=4615
Skullbats EU,2020-04-18,Europe,1,2E+ Final,Agent,RF,DB,N,Hylik,BW,CE,N,https://youtu.be/Q9LObJItTj8?t=5442
Skullbats EU,2020-04-18,Europe,1,2E+ Final,TommyBoi21,BW,MF,BB,Ippolit,DB,SQ,FU,https://youtu.be/Q9LObJItTj8?t=6535
Skullbats EU,2020-04-18,Europe,1,2E+ Final,Agent,RF,DB,N,Ranger,CE,N,N,https://youtu.be/Q9LObJItTj8?t=8025
Casual Matches,2020-04-19,North America,1,2E+ Final,dekillsage,CE,DB,BB,SwiftfoxDash,PC,CE,N,https://youtu.be/HqAoxWIRsvI
Brasil Sunday Showdown,2020-04-19,South America,1,2E+ Final,Tiago,BW,BB,N,Kima,MF,PW,PS,https://youtu.be/vekLFpAkATg?t=45
Brasil Sunday Showdown,2020-04-19,South America,1,2E+ Final,Dudu,DB,RF,BB,Caionog,VA,DB,CE,https://youtu.be/vekLFpAkATg?t=689
Brasil Sunday Showdown,2020-04-19,South America,1,2E+ Final,Caio Lugon,MF,CE,PS,Vivo Al Minimo,FU,DB,PS,https://youtu.be/vekLFpAkATg?t=1480
Brasil Sunday Showdown,2020-04-19,South America,1,2E+ Final,AdK | Will,BB,PS,N,Dudu,CE,PC,BB,https://youtu.be/vekLFpAkATg?t=2040
Brasil Sunday Showdown,2020-04-19,South America,1,2E+ Final,Plaxcaster,MF,CE,BB,Hime,DB,PC,FU,https://youtu.be/vekLFpAkATg?t=2682
Brasil Sunday Showdown,2020-04-19,South America,1,2E+ Final,Telemarketing,FI,DB,EL,noaa,PS,DB,N,https://youtu.be/vekLFpAkATg?t=3462
Brasil Sunday Showdown,2020-04-19,South America,1,2E+ Final,Caionog,VA,DB,CE,KedaDeFps,EL,CE,N,https://youtu.be/vekLFpAkATg?t=4095
Brasil Sunday Showdown,2020-04-19,South America,1,2E+ Final,noaa,PS,DB,N,Caio Lugon,MF,CE,PS,https://youtu.be/vekLFpAkATg?t=5110
Brasil Sunday Showdown,2020-04-19,South America,1,2E+ Final,Kenji Erick,SQ,PC,N,Tiago,SQ,DB,N,https://youtu.be/vekLFpAkATg?t=6206
Brasil Sunday Showdown,2020-04-19,South America,1,2E+ Final,KedaDeFps,CE,N,N,Imano Ob,MF,FU,N,https://youtu.be/vekLFpAkATg?t=6841
Brasil Sunday Showdown,2020-04-19,South America,1,2E+ Final,Hime,DB,PC,FU,Lucsa,FU,PW,RF,https://youtu.be/vekLFpAkATg?t=7425
Skullgirls OCE Danisen,2020-04-20,Oceania,1,2E+ Final,Pika_Bat,CE,N,N,SeaJay,CE,BB,N,https://youtu.be/9Xpk2PM-JXs
Skullgirls OCE Danisen,2020-04-20,Oceania,1,2E+ Final,Villyness,PC,N,N,chimps,BB,PS,N,https://youtu.be/9Xpk2PM-JXs?t=447
Skullgirls OCE Danisen,2020-04-20,Oceania,1,2E+ Final,DEMACLIO,PS,FU,N,chimps,BB,PS,N,https://youtu.be/9Xpk2PM-JXs?t=1214
Skullgirls OCE Danisen,2020-04-20,Oceania,1,2E+ Final,Drip,DB,BB,N,Villyness,PC,N,N,https://youtu.be/9Xpk2PM-JXs?t=1931
Skullgirls OCE Danisen,2020-04-20,Oceania,1,2E+ Final,Mao,DB,BB,PC,Crazy Diamond,VA,CE,N,https://youtu.be/9Xpk2PM-JXs?t=2489
Skullgirls OCE Danisen,2020-04-20,Oceania,1,2E+ Final,Pika_Bat,CE,N,N,Mao,DB,BB,PC,https://youtu.be/9Xpk2PM-JXs?t=3622
Casual Matches,2020-04-20,North America,1,2E+ Final,wingzero,PS,FI,DB,dekillsage,CE,BB,DB,https://youtu.be/FfvYSA0Sdrw
Casual Matches,2020-04-20,North America,1,2E+ Final,WIngit,PS,N,N,Axavja,BW,BB,FI,https://youtu.be/oHUFUkGV3OU
Casual Matches,2020-04-21,North America,1,2E+ Final, Jturnes,SQ,N,N,Wingit,PC,N,N,https://youtu.be/j3wtJEtw7Qk
Casual Matches,2020-04-22,North America,1,2E+ Final,Wingit,PC,N,N,Nadeko,DB,N,N,https://youtu.be/02Yd58y1pzY
Casual Matches,2020-04-23,Oceania,1,2E+ Final,Mao,DB,BB,PC,Age,EL,DB,N,https://youtu.be/Uc18QhJfF18
Casual Matches,2020-04-23,North America,1,2E+ Final,Little Dude,PS,EL,N,Wingit,PC,N,N,https://youtu.be/h2phS5CN70g
Skullgirls OCE Ranbats,2020-04-24,Oceania,1,2E+ Final,DEMACLIO,PS,FU,N,Drip,MF,DB,BB,https://youtu.be/BonEFnvoC40?t=1489
Skullgirls OCE Ranbats,2020-04-24,Oceania,1,2E+ Final,Pika_Bat,CE,N,N,No Funny Name,FI,CE,BB,https://youtu.be/BonEFnvoC40?t=1975
Skullgirls OCE Ranbats,2020-04-24,Oceania,1,2E+ Final,Hagith,MF,BW,N,Villyness,PC,BB,N,https://youtu.be/BonEFnvoC40?t=2533
Skullgirls OCE Ranbats,2020-04-24,Oceania,1,2E+ Final,chimps,PS,FI,BB,Age,EL,DB,N,https://youtu.be/BonEFnvoC40?t=2894
Skullgirls OCE Ranbats,2020-04-24,Oceania,1,2E+ Final,JediLink,BB,N,N,DEMACLIO,PS,FU,N,https://youtu.be/BonEFnvoC40?t=3620
Skullgirls OCE Ranbats,2020-04-24,Oceania,1,2E+ Final,No Funny Name,FI,CE,BB,Crazy Diamond,VA,CE,N,https://youtu.be/BonEFnvoC40?t=4106
Skullgirls OCE Ranbats,2020-04-24,Oceania,1,2E+ Final,Mao,DB,BB,PC,Villyness,PC,N,N,https://youtu.be/BonEFnvoC40?t=4717
Skullgirls OCE Ranbats,2020-04-24,Oceania,1,2E+ Final,JediLink,SQ,BB,N,chimps,FI,PS,BB,https://youtu.be/BonEFnvoC40?t=5189
Skullgirls OCE Ranbats,2020-04-24,Oceania,1,2E+ Final,Mao,DB,BB,PC,Crazy Diamond,VA,CE,N,https://youtu.be/BonEFnvoC40?t=5759
Skullgirls OCE Ranbats,2020-04-24,Oceania,1,2E+ Final,Crazy Diamond,VA,CE,N,Age,EL,DB,N,https://youtu.be/BonEFnvoC40?t=6468
Skullgirls OCE Ranbats,2020-04-24,Oceania,1,2E+ Final,chimps,FI,PS,BB,Villyness,PC,N,N,https://youtu.be/BonEFnvoC40?t=7166
Skullgirls OCE Ranbats,2020-04-24,Oceania,1,2E+ Final,Mao,DB,BB,N,JediLink,BB,SQ,N,https://youtu.be/BonEFnvoC40?t=7974
Skullgirls OCE Ranbats,2020-04-24,Oceania,1,2E+ Final,Crazy Diamond,VA,CE,N,chimps,PS,FI,BB,https://youtu.be/BonEFnvoC40?t=8549
Skullgirls OCE Ranbats,2020-04-24,Oceania,1,2E+ Final,Mao,DB,BB,PC,Crazy Diamond,VA,CE,N,https://youtu.be/BonEFnvoC40?t=9190
Skullgirls OCE Ranbats,2020-04-24,Oceania,1,2E+ Final,Mao,DB,BB,N,JediLink,BB,SQ,N,https://youtu.be/BonEFnvoC40?t=9934
Casual Matches,2020-04-24,North America,1,2E+ Final,Wingit,PC,N,N,SS,PS,CE,FU,https://youtu.be/YfTdQzyi0Dk
Skullbats EU,2020-04-25,Europe,1,2E+ Final,TommyBoi21,BW,BB,N,grodie,RF,PS,N,https://youtu.be/CxRA8741-hA?t=665
Skullbats EU,2020-04-25,Europe,1,2E+ Final,Ravioli,MF,CE,FU,Myonmu,FU,CE,N,https://youtu.be/CxRA8741-hA?t=1665
Skullbats EU,2020-04-25,Europe,1,2E+ Final,BuzzerZero,MF,SQ,BB,Gone2Heaven,PW,EL,N,https://youtu.be/CxRA8741-hA?t=2430
Skullbats EU,2020-04-25,Europe,1,2E+ Final,Dr Love,CE,PS,VA,Catti,PC,CE,BB,https://youtu.be/CxRA8741-hA?t=3410
Skullbats EU,2020-04-25,Europe,1,2E+ Final,grodie,RF,PS,N,Agent,RF,DB,N,https://youtu.be/CxRA8741-hA?t=4518
Skullbats EU,2020-04-25,Europe,1,2E+ Final,Mr. Peck,PW,RF,PC,Argus Avery,PC,CE,BB,https://youtu.be/CxRA8741-hA?t=5545
Skullbats EU,2020-04-25,Europe,1,2E+ Final,Ippolit,MF,SQ,FU,Ravioli,MF,CE,FU,https://youtu.be/CxRA8741-hA?t=6312
Casual Matches,2020-04-25,North America,1,2E+ Final,Adeveis,VA,N,N,Wingit,PC,N,N,https://youtu.be/qOQTI9WP_ww
"Kumite, FuLLBLeeD",2020-04-26,North America,1,2E+ Final,FuLLBLeeD,MF,EL,BB,Turvon,DB,CE,BB,https://youtu.be/zKrtMQdX7MA?t=33
"Kumite, FuLLBLeeD",2020-04-26,North America,1,2E+ Final,FuLLBLeeD,MF,EL,BB,Seen Connroy,BW,BB,N,https://youtu.be/zKrtMQdX7MA?t=1727
"Kumite, FuLLBLeeD",2020-04-26,North America,1,2E+ Final,FuLLBLeeD,MF,EL,BB,softie,DB,PW,FU,https://youtu.be/zKrtMQdX7MA?t=2977
"Kumite, FuLLBLeeD",2020-04-26,North America,1,2E+ Final,FuLLBLeeD,MF,EL,BB,Sunset,MF,RF,FI,https://youtu.be/zKrtMQdX7MA?t=4074
"Kumite, FuLLBLeeD",2020-04-26,North America,1,2E+ Final,FuLLBLeeD,MF,EL,BB,Warped,PC,BB,PW,https://youtu.be/zKrtMQdX7MA?t=5477
"Kumite, FuLLBLeeD",2020-04-26,North America,1,2E+ Final,FuLLBLeeD,MF,EL,BB,RAT__BABY,PW,BB,DB,https://youtu.be/zKrtMQdX7MA?t=6921
Brasil Special Showdown,2020-04-26,South America,1,2E+ Final,Shovel,PC,DB,RF,Will,BB,PS,N,https://youtu.be/yIZ-lqU2dss?t=91
Brasil Special Showdown,2020-04-26,South America,1,2E+ Final,Tiago,BW,CE,N,Dudu,FU,PS,BB,https://youtu.be/yIZ-lqU2dss?t=811
Brasil Special Showdown,2020-04-26,South America,1,2E+ Final,Receita Federal,PC,BB,DB,Hime,DB,PC,FU,https://youtu.be/yIZ-lqU2dss?t=1462
Brasil Special Showdown,2020-04-26,South America,1,2E+ Final,Will,BB,PS,N,Caio Lugon,MF,CE,PS,https://youtu.be/yIZ-lqU2dss?t=2508
Brasil Special Showdown,2020-04-26,South America,1,2E+ Final,Receita Federal,DB,PC,BB,Acido,DB,FU,FI,https://youtu.be/yIZ-lqU2dss?t=3415
Brasil Special Showdown,2020-04-26,South America,1,2E+ Final,Dudu,FU,PS,BB,Caio Lugon,MF,CE,PS,https://youtu.be/yIZ-lqU2dss?t=4068
Brasil Special Showdown,2020-04-26,South America,1,2E+ Final,Caio Lugon,MF,CE,PS,Acido,DB,FU,FI,https://youtu.be/yIZ-lqU2dss?t=4699
Brasil Special Showdown,2020-04-26,South America,1,2E+ Final,Tiago,BW,BB,N,Dudu,FU,PS,BB,https://youtu.be/yIZ-lqU2dss?t=5648
Brasil Special Showdown,2020-04-26,South America,1,2E+ Final,Receita Federal,DB,PC,BB,Vivo Al Minimo,FU,DB,PS,https://youtu.be/yIZ-lqU2dss?t=6225
Brasil Special Showdown,2020-04-26,South America,1,2E+ Final,Tiago,BW,BB,N,Receita Federal,DB,PC,BB,https://youtu.be/yIZ-lqU2dss?t=6935
Brasil Special Showdown,2020-04-26,South America,1,2E+ Final,Caio Lugon,MF,CE,PS,Receita Federal,DB,PC,BB,https://youtu.be/yIZ-lqU2dss?t=7406
Brasil Special Showdown,2020-04-26,South America,1,2E+ Final,Acido,DB,FU,FI,Receita Federal,DB,PC,BB,https://youtu.be/yIZ-lqU2dss?t=8588
Casual Matches,2020-04-27,North America,1,2E+ Final,Cuban Chris,CE,BB,N,Wingit,PC,N,N,https://youtu.be/qwMq1Irdsvw
Casual Matches,2020-04-28,North America,1,2E+ Final,WIngit,PC,N,N,dayho,FI,RF,DB,https://youtu.be/5F7boRbuYNg
Casual Matches,2020-04-29,North America,1,2E+ Final,echo,PS,SQ,FU,Wingit,PC,N,N,https://youtu.be/8qOp617xEMY
Casual Matches,2020-04-30,North America,1,2E+ Final,Wingit,PC,N,N,Dud,RF,DB,N,https://youtu.be/eM-_06frpJg
Low Kick Online,2020-05-01,North America,1,2E+ Final,Sy Noon,MF,N,N,golbat,MF,FI,N,https://youtu.be/7nWaD8l02VE?t=102
Low Kick Online,2020-05-01,North America,1,2E+ Final,Zen | Mars,BB,N,N,Magnets,BW,DB,BB,https://youtu.be/7nWaD8l02VE?t=903
Low Kick Online,2020-05-01,North America,1,2E+ Final,Adeveis,PS,SQ,BB,Triviality,PC,SQ,EL,https://youtu.be/7nWaD8l02VE?t=2317
Low Kick Online,2020-05-01,North America,1,2E+ Final,Clawmaster,SQ,BB,N,gelato,PS,DB,CE,https://youtu.be/7nWaD8l02VE?t=3167
Low Kick Online,2020-05-01,North America,1,2E+ Final,Megafrogadier,PC,CE,N,Rabbleflaggers,BW,PW,BB,https://youtu.be/7nWaD8l02VE?t=4231
Low Kick Online,2020-05-01,North America,1,2E+ Final,Cloud,VA,CE,DB,Adeveis,PS,SQ,BB,https://youtu.be/7nWaD8l02VE?t=4782
Low Kick Online,2020-05-01,North America,1,2E+ Final,ShakyFingers,RF,BB,CE,gelato,PS,DB,CE,https://youtu.be/7nWaD8l02VE?t=5914
Low Kick Online,2020-05-01,North America,1,2E+ Final,ncv,PS,PW,DB,Mike Z,CE,BB,N,https://youtu.be/7nWaD8l02VE?t=6737
Low Kick Online,2020-05-01,North America,1,2E+ Final,Rabbleflaggers,BW,PW,BB,PME,RF,PW,MF,https://youtu.be/7nWaD8l02VE?t=7425
Low Kick Online,2020-05-01,North America,1,2E+ Final,gelato,PS,DB,CE,Cloud,VA,CE,DB,https://youtu.be/7nWaD8l02VE?t=9158
Low Kick Online,2020-05-01,North America,1,2E+ Final,ncv,PS,PW,DB,Rabbleflaggers,BW,PW,BB,https://youtu.be/7nWaD8l02VE?t=9923
Low Kick Online,2020-05-01,North America,1,2E+ Final,MPGame,VA,CE,RF,PME,RF,PW,MF,https://youtu.be/7nWaD8l02VE?t=10467
Low Kick Online,2020-05-01,North America,1,2E+ Final,Adeveis,PS,SQ,BB,ShakyFingers,RF,BB,CE,https://youtu.be/7nWaD8l02VE?t=11509
Low Kick Online,2020-05-01,North America,1,2E+ Final,Cloud,VA,CE,DB,MPGame,VA,CE,RF,https://youtu.be/7nWaD8l02VE?t=12603
Low Kick Online,2020-05-01,North America,1,2E+ Final,ShakyFingers,RF,BB,CE,ncv,PS,PW,DB,https://youtu.be/7nWaD8l02VE?t=13919
Low Kick Online,2020-05-01,North America,1,2E+ Final,Rabbleflaggers,BW,PW,BB,gelato,PS,DB,CE,https://youtu.be/7nWaD8l02VE?t=15335
Low Kick Online,2020-05-01,North America,1,2E+ Final,MPGame,VA,CE,RF,ShakyFingers,RF,BB,CE,https://youtu.be/7nWaD8l02VE?t=15976
Low Kick Online,2020-05-01,North America,1,2E+ Final,ShakyFingers,RF,BB,CE,gelato,PS,DB,CE,https://youtu.be/7nWaD8l02VE?t=16493
Low Kick Online,2020-05-01,North America,1,2E+ Final,gelato,PS,DB,CE,Rabbleflaggers,BW,PW,BB,https://youtu.be/7nWaD8l02VE?t=17189
Casual Matches,2020-05-01,North America,1,2E+ Final,Cuban Chris,VA,BB,N,Wingit,PC,N,N,https://youtu.be/orOZGw2UQZY
Skullbats EU,2020-05-02,Europe,1,2E+ Final,Mr. Peck,PC,RF,PS,Lunatic,CE,DB,PS,https://youtu.be/xylEJNodRwQ?t=698
Skullbats EU,2020-05-02,Europe,1,2E+ Final,Dr Love,VA,CE,PS,GoraBora,PS,FI,DB,https://youtu.be/xylEJNodRwQ?t=1540
Skullbats EU,2020-05-02,Europe,1,2E+ Final,Hylik,BW,CE,N,Dana Razuri,RF,FU,N,https://youtu.be/xylEJNodRwQ?t=2375
Skullbats EU,2020-05-02,Europe,1,2E+ Final,Izzmo,VA,DB,EL,Magic,BW,CE,BB,https://youtu.be/xylEJNodRwQ?t=3348
Skullbats EU,2020-05-02,Europe,1,2E+ Final,Yew,MF,N,N,Agent,RF,DB,N,https://youtu.be/xylEJNodRwQ?t=4150
Casual Matches,2020-05-02,North America,1,2E+ Final,Karmine,FI,N,N,Wingit,PC,N,N,https://youtu.be/W3Yt9bXrTXw
Casual Matches,2020-05-04,North America,1,2E+ Final,PME,RF,PW,MF,dekillsage,DB,CE,BB,https://youtu.be/Ol0TpHVDNxQ
Skullgirls OCE Danisen,2020-05-04,Oceania,1,2E+ Final,chimps,RF,PW,N,Villyness,PC,N,N,https://youtu.be/v0oOGj5Jx1s
Skullgirls OCE Danisen,2020-05-04,Oceania,1,2E+ Final,Villyness,PC,N,N,Pika_Bat,CE,N,N,https://youtu.be/v0oOGj5Jx1s?t=482
Skullgirls OCE Danisen,2020-05-04,Oceania,1,2E+ Final,Villyness,PC,N,N,Drip,MF,DB,PC,https://youtu.be/v0oOGj5Jx1s?t=1464
Skullgirls OCE Danisen,2020-05-04,Oceania,1,2E+ Final,Pika_Bat,CE,N,N,No Funny Name,FI,CE,BB,https://youtu.be/v0oOGj5Jx1s?t=2246
Skullgirls OCE Danisen,2020-05-04,Oceania,1,2E+ Final,DEMACLIO,PS,FU,N,SeaJay,CE,DB,BB,https://youtu.be/v0oOGj5Jx1s?t=2835
Skullgirls OCE Danisen,2020-05-04,Oceania,1,2E+ Final,No Funny Name,FI,CE,BB,Mao,DB,BB,PC,https://youtu.be/v0oOGj5Jx1s?t=3467
Skullgirls OCE Danisen,2020-05-04,Oceania,1,2E+ Final,Mao,DB,BB,PC,Drip,MF,DB,PC,https://youtu.be/v0oOGj5Jx1s?t=4529
Skullgirls OCE Danisen,2020-05-04,Oceania,1,2E+ Final,Mao,DB,BB,PC,Drip,MF,DB,N,https://youtu.be/v0oOGj5Jx1s?t=5155
Skullgirls OCE Danisen,2020-05-04,Oceania,1,2E+ Final,Crazy Diamond,VA,CE,N,No Funny Name,FI,CE,BB,https://youtu.be/v0oOGj5Jx1s?t=6038
Skullgirls OCE Danisen,2020-05-04,Oceania,1,2E+ Final,chimps,RF,PW,N,Pika_Bat,CE,N,N,https://youtu.be/v0oOGj5Jx1s?t=7255
Casual Matches,2020-05-04,North America,1,2E+ Final,Wingit,PC,N,N,echo,PS,SQ,FU,https://youtu.be/Aabqub4G9fs
Casual Matches,2020-05-05,North America,1,2E+ Final, TOdavis,FI,N,N,Wingit,PC,N,N,https://youtu.be/1JVadahUFek
Casual Matches,2020-05-06,North America,1,2E+ Final,Leafer,PC,MF,N,Wingit,PC,N,N,https://youtu.be/-ecaCaqtK1M?t=413
Casual Matches,2020-05-06,North America,1,2E+ Final,Eagles_R_Serious,BW,PW,RF,Wingit,PC,N,N,https://youtu.be/-ecaCaqtK1M?t=613
Casual Matches,2020-05-07,North America,1,2E+ Final,dekillsage,DB,CE,BB,Mr Peck,PC,RF,PS,https://youtu.be/n4kEvmFMlsw
Casual Matches,2020-05-07,North America,1,2E+ Final,Wingit,PC,N,N,Adeveis,SQ,N,N,https://youtu.be/fOH6D-E6OsY
Causal Matches,2020-05-08,North America,1,2E+ Final,Wingit,PC,N,N,OGHungryPotato,BW,EL,N,https://youtu.be/n4lfYqxNzwQ?t=97
Casual Matches,2020-05-08,North America,1,2E+ Final,Noraas,MF,SQ,N,Wingit,PC,N,N,https://youtu.be/n4lfYqxNzwQ?t=232
Eurofight,2020-05-09,Europe,1,2E+ Final,Magic,BW,CE,BB,Mr.Arska,PC,SQ,N,https://youtu.be/qtrlUJGzDW4?t=955
Eurofight,2020-05-09,Europe,1,2E+ Final,Magic,BW,CE,BB,Smile,DB,SQ,BB,https://youtu.be/qtrlUJGzDW4?t=1425
Eurofight,2020-05-09,Europe,1,2E+ Final,Izzmo,VA,DB,EL,Sanji,BB,PC,BW,https://youtu.be/qtrlUJGzDW4?t=2052
Eurofight,2020-05-09,Europe,1,2E+ Final,Magic,BW,CE,BB,Ranger,VA,FI,CE,https://youtu.be/qtrlUJGzDW4?t=2742
Eurofight,2020-05-09,Europe,1,2E+ Final,Sanji,BB,PC,BW,Magic,BW,CE,BB,https://youtu.be/qtrlUJGzDW4?t=4035
Eurofight,2020-05-09,Europe,1,2E+ Final,Magic,BW,CE,BB,apg,FI,PS,FU,https://youtu.be/qtrlUJGzDW4?t=4610
Eurofight,2020-05-09,Europe,1,2E+ Final,Mr Peck,PC,RF,PS,Mr. Bors,PS,PW,DB,https://youtu.be/qtrlUJGzDW4?t=5335
Eurofight,2020-05-09,Europe,1,2E+ Final,Sanji,BB,PC,BW,Ranger,VA,FI,CE,https://youtu.be/qtrlUJGzDW4?t=5985
Eurofight,2020-05-09,Europe,1,2E+ Final,Smile,SQ,BB,N,Lunatic,CE,DB,PS,https://youtu.be/qtrlUJGzDW4?t=6720
Eurofight,2020-05-09,Europe,1,2E+ Final,Gone2Heaven,PW,EL,N,apg,FI,FU,N,https://youtu.be/qtrlUJGzDW4?t=7615
Eurofight,2020-05-09,Europe,1,2E+ Final,Ranger,VA,FI,CE,Smile,SQ,BB,N,https://youtu.be/qtrlUJGzDW4?t=8015
Eurofight,2020-05-09,Europe,1,2E+ Final,Gone2Heaven,PW,EL,N,Mr. Bors,PS,PW,DB,https://youtu.be/qtrlUJGzDW4?t=8562
Eurofight,2020-05-09,Europe,1,2E+ Final,Mr Peck,PC,RF,PS,Sanji,BB,PC,BW,https://youtu.be/qtrlUJGzDW4?t=9010
Eurofight,2020-05-09,Europe,1,2E+ Final,Ranger,VA,FI,CE,Mr. Bors,PS,PW,DB,https://youtu.be/qtrlUJGzDW4?t=9555
Eurofight,2020-05-09,Europe,1,2E+ Final,Sanji,BB,PC,BW,Mr. Bors,PS,PW,DB,https://youtu.be/qtrlUJGzDW4?t=10290
Eurofight,2020-05-09,Europe,1,2E+ Final,Mr Peck,PC,RF,PS,Sanji,BB,PC,BW,https://youtu.be/qtrlUJGzDW4?t=11295
Casual Matches,2020-05-09,North America,1,2E+ Final,Wingit,PC,N,N,Cuban Chris,VA,CE,BB,https://youtu.be/aiVfCrFwjCk
Skullgirls OCE Danisen,2020-05-11,Oceania,1,2E+ Final,Crazy Diamond,VA,CE,N,SeaJay,CE,DB,BB,https://youtu.be/DOsptwETnIQ
Skullgirls OCE Danisen,2020-05-11,Oceania,1,2E+ Final,No Funny Name,FI,CE,BB,Villyness,PC,N,N,https://youtu.be/DOsptwETnIQ?t=826
Skullgirls OCE Danisen,2020-05-11,Oceania,1,2E+ Final,No Funny Name,FI,CE,BB,Pika_Bat,CE,N,N,https://youtu.be/DOsptwETnIQ?t=1646
Skullgirls OCE Danisen,2020-05-11,Oceania,1,2E+ Final,Drip,MF,DB,N,No Funny Name,FI,CE,BB,https://youtu.be/DOsptwETnIQ?t=2227
Skullgirls OCE Danisen,2020-05-11,Oceania,1,2E+ Final,Drip,MF,DB,N,DEMACLIO,PS,FU,N,https://youtu.be/DOsptwETnIQ?t=2932
Skullgirls OCE Danisen,2020-05-11,Oceania,1,2E+ Final,Villyness,PC,N,N,Pika_Bat,CE,N,N,https://youtu.be/DOsptwETnIQ?t=3674
Skullgirls OCE Danisen,2020-05-11,Oceania,1,2E+ Final,Mao,DB,BB,PC,Villyness,PC,N,N,https://youtu.be/DOsptwETnIQ?t=4259
Skullgirls OCE Danisen,2020-05-11,Oceania,1,2E+ Final,Pika_Bat,CE,N,N,Mao,DB,BB,PC,https://youtu.be/DOsptwETnIQ?t=4882
Skullgirls OCE Danisen,2020-05-11,Oceania,1,2E+ Final,chimps,RF,PW,N,Drip,MF,DB,N,https://youtu.be/DOsptwETnIQ?t=5785
Skullgirls OCE Danisen,2020-05-11,Oceania,1,2E+ Final,chimps,RF,FI,N,Mao,DB,BB,PC,https://youtu.be/DOsptwETnIQ?t=6406
Casual Matches,2020-05-11,North America,1,2E+ Final,Wingit,PC,N,N,Little Dude,PS,EL,N,https://youtu.be/BE1q3yDLLZY
Brasil Sunday Showdown,2020-05-11,South America,1,2E+ Final,Vivo Al Minimo,FU,DB,PS,Ovelha Negra,PC,BW,EL,https://youtu.be/ctPtdhr0nLc?t=421
Brasil Sunday Showdown,2020-05-11,South America,1,2E+ Final,Gartender,FI,PS,N,Marmotato,MF,FI,RF,https://youtu.be/ctPtdhr0nLc?t=1022
Brasil Sunday Showdown,2020-05-11,South America,1,2E+ Final,Caio Lugon,MF,CE,PS,Jorge ,PC,BW,BB,https://youtu.be/ctPtdhr0nLc?t=1804
Brasil Sunday Showdown,2020-05-11,South America,1,2E+ Final,Kenji Erick,SQ,PC,N,Etna,BW,SQ,N,https://youtu.be/ctPtdhr0nLc?t=2691
Brasil Sunday Showdown,2020-05-11,South America,1,2E+ Final,Caio Lugon,MF,CE,PS,Hime,DB,PC,FU,https://youtu.be/ctPtdhr0nLc?t=3412
Brasil Sunday Showdown,2020-05-11,South America,1,2E+ Final,Gartender,FI,PS,N,Caionog,VA,DB,CE,https://youtu.be/ctPtdhr0nLc?t=3933
Brasil Sunday Showdown,2020-05-11,South America,1,2E+ Final,KedaDeFps,CE,N,N,Imano Ob,MF,FU,N,https://youtu.be/ctPtdhr0nLc?t=4849
Brasil Sunday Showdown,2020-05-11,South America,1,2E+ Final,KedaDeFps,CE,FI,N,Imano Ob,MF,FU,N,https://youtu.be/ctPtdhr0nLc?t=4954
Brasil Sunday Showdown,2020-05-11,South America,1,2E+ Final,KedaDeFps,CE,FI,N,Imano Ob,VA,FU,N,https://youtu.be/ctPtdhr0nLc?t=5320
Brasil Sunday Showdown,2020-05-11,South America,1,2E+ Final,Jorge,PC,BW,BB,Gartender,FI,N,N,https://youtu.be/ctPtdhr0nLc?t=5706
Brasil Sunday Showdown,2020-05-11,South America,1,2E+ Final,Gartender,PW,CE,N,Jorge ,PC,BW,BB,https://youtu.be/ctPtdhr0nLc?t=5989
Brasil Sunday Showdown,2020-05-11,South America,1,2E+ Final,Marmotato,MF,FI,RF,Canceris,DB,BB,N,https://youtu.be/ctPtdhr0nLc?t=6345
