Event,Date,Region,Netplay,Version,P1Name,P1Char1,P1Char2,P1Char3,P2Name,P2Char1,P2Char2,P2Char3,URL
Kumite Lalito,2020-09-13,North America,1,2E+ Final,LalitoTV,PC,N,N,GrahamSandwich,DB,RF,BB,https://youtu.be/_ZNQHsGYygY?t=6999
Kumite Lalito,2020-09-13,North America,1,2E+ Final,LalitoTV,PW,PS,BB,Krool,PC,PW,RF,https://youtu.be/_ZNQHsGYygY?t=7985
Casual Matches,2020-09-12,North America,1,2E+ Final,Wingit,PC,N,N,RAZ,FI,CE,DB,https://youtu.be/j0JhDhKh88U
Casual Matches,2020-09-12,North America,1,2E+ Final,JP,PS,FU,DB,Wingit,PC,N,N,https://youtu.be/DNaUHyOfGjc
Casual Matches,2020-09-11,North America,1,2E+ Final,jboogiefunk,PC,BB,N,Wingit,VA,PC,CE,https://youtu.be/oo-z4daZuwQ
Casual Matches,2020-09-11,North America,1,2E+ Final,Wingit,PC,N,N,Chuck-N-Plazma,PC,BB,PW,https://youtu.be/9fmtVj2QfiQ
Casual Matches,2020-09-10,North America,1,2E+ Final,Wingit,PC,N,N,Turvon,DB,CE,BB,https://youtu.be/yAW4bDufL84
Casual Matches,2020-09-10,North America,1,2E+ Final,jboogiefunk,PC,BB,N,Wingit,PC,N,N,https://youtu.be/2CmVa7BLesU
Casual Matches,2020-09-10,North America,1,2E+ Final,J-O-E-Y-J-O-E-Y-,BW,FU,N,Wingit,PC,N,N,https://youtu.be/2CmVa7BLesU?t=355
Casual Matches,2020-09-09,North America,1,2E+ Final,LalitoTV,PC,N,N,iControl,VA,RF,DB,https://youtu.be/2DlL6DAgRvg
Casual Matches,2020-09-09,North America,1,2E+ Final,Ninjapls,VA,DB,N,Wingit,PC,N,N,https://youtu.be/NsIxao5fWq0
Casual Matches,2020-09-09,North America,1,2E+ Final,EX-joop,SQ,BB,N,Wingit,PC,N,N,https://youtu.be/5t9C_S5_bqs
Casual Matches,2020-09-09,North America,1,2E+ Final,Wingit,PC,N,N,Ninjapls,VA,DB,PW,https://youtu.be/5t9C_S5_bqs?t=182
Casual Matches,2020-09-08,North America,1,2E+ Final,Ninjapls,VA,DB,N,Wingit,PC,N,N,https://youtu.be/hOIRa9xvWUk
Casual Matches,2020-09-07,North America,1,2E+ Final,Wingit,PC,N,N,Koco,FI,DB,EL,https://youtu.be/nMwJWFK_xpQ
Casual Matches,2020-09-07,North America,1,2E+ Final,NInjapls,VA,DB,N,Wingit,PC,N,N,https://youtu.be/bXLaQlCgrS4
Casual Matches,2020-09-05,North America,1,2E+ Final,jboogiefunk,PC,BB,N,Wingit,PC,N,N,https://youtu.be/tLeRmKsxJIw
Casual Matches,2020-09-05,North America,1,2E+ Final,Wingit,VA,PC,N,CPR1736,PS,BW,BB,https://youtu.be/tLeRmKsxJIw?t=308
Casual Matches,2020-09-04,North America,1,2E+ Final,Wingzero ,FI,N,N,Wingit,PC,N,N,https://youtu.be/hyL8Kl9MRvg
Casual Matches,2020-09-04,North America,1,2E+ Final,Oddberry,RF,FI,CE,WIngit,PC,N,N,https://youtu.be/Pse-ieIQt0E
Casual Matches,2020-09-04,North America,1,2E+ Final,jturnes,CE,BB,N,Wingit,PC,N,N,https://youtu.be/Pse-ieIQt0E?t=220
Casual Matches,2020-09-04,North America,1,2E+ Final,HAHAHAHAHA,BW,BB,N,Wingit,PC,N,N,https://youtu.be/Pse-ieIQt0E?t=394
Casual Matches,2020-09-03,North America,1,2E+ Final,J.,MF,CE,BB,Wingit,PC,N,N,https://youtu.be/ki7MmSuf0Dc
Casual Matches,2020-09-02,North America,1,2E+ Final,Lazy Diamond,SQ,CE,N,Wingit,PC,N,N,https://youtu.be/ZfRvBiP3JJQ
Casual Matches,2020-09-01,North America,1,2E+ Final,Mild Sheriff,VA,N,N,Wingit,PC,N,N,https://youtu.be/Oe-g-zefiT0
Casual Matches,2020-09-01,North America,1,2E+ Final,Wingit,PC,N,N,Cuban Chris,CE,BB,N,https://youtu.be/5Dw91IFCz94
Italian Battle Opera #1,2020-08-31,Europe,1,2E+ Final,Dr Love,VA,PS,CE,Klonoahero,BW,BB,N,https://youtu.be/MkOQC-3s5R4?t=822
Italian Battle Opera #1,2020-08-31,Europe,1,2E+ Final,Cesar,BB,CE,N,Ramweavs,BW,BB,N,https://youtu.be/MkOQC-3s5R4?t=1825
Italian Battle Opera #1,2020-08-31,Europe,1,2E+ Final,Dirtross,EL,VA,FI,Catti,CE,PC,BB,https://youtu.be/MkOQC-3s5R4?t=2285
Italian Battle Opera #1,2020-08-31,Europe,1,2E+ Final,Mag1C,FI,FU,N,Hylik,BW,CE,BB,https://youtu.be/MkOQC-3s5R4?t=3520
Italian Battle Opera #1,2020-08-31,Europe,1,2E+ Final,Catti,PC,BB,N,Dr Love,VA,PS,CE,https://youtu.be/MkOQC-3s5R4?t=4405
Italian Battle Opera #1,2020-08-31,Europe,1,2E+ Final,PillsEater,EL,CE,N,WaifuBand,CE,BB,N,https://youtu.be/MkOQC-3s5R4?t=4905
Italian Battle Opera #1,2020-08-31,Europe,1,2E+ Final,Hylik,BW,CE,BB,Valas,MF,EL,N,https://youtu.be/7TPBck-w9vo?t=195
Italian Battle Opera #1,2020-08-31,Europe,1,2E+ Final,Ramweavs,BW,BB,N,PixilatedArc1,RF,SQ,N,https://youtu.be/7TPBck-w9vo?t=812
Italian Battle Opera #1,2020-08-31,Europe,1,2E+ Final,Valas,MF,EL,N,Dr Love,VA,PS,CE,https://youtu.be/7TPBck-w9vo?t=1645
Italian Battle Opera #1,2020-08-31,Europe,1,2E+ Final,PixilatedArc1,SQ,N,N,WaifuBand,BB,CE,N,https://youtu.be/7TPBck-w9vo?t=2362
Italian Battle Opera #1,2020-08-31,Europe,1,2E+ Final,Catti,PC,BB,N,PillsEater,EL,CE,N,https://youtu.be/7TPBck-w9vo?t=2932
Italian Battle Opera #1,2020-08-31,Europe,1,2E+ Final,WaifuBand,BB,CE,N,Valas,MF,EL,N,https://youtu.be/7TPBck-w9vo?t=3422
Italian Battle Opera #1,2020-08-31,Europe,1,2E+ Final,Catti,PC,BB,N,Valas,MF,EL,N,https://youtu.be/7TPBck-w9vo?t=3912
Italian Battle Opera #1,2020-08-31,Europe,1,2E+ Final,PillsEater,EL,CE,N,Valas,MF,EL,N,https://youtu.be/7TPBck-w9vo?t=4582
Encore Unlimited Season 1 Finals,2020-08-29,Europe,1,2E+ Final,BuzzerZero,MF,SQ,BB,The_laboratory,BW,CE,BB,https://youtu.be/6UoowhIfJ5E?t=615
Encore Unlimited Season 1 Finals,2020-08-29,Europe,1,2E+ Final,Gone2Heaven,PW,EL,N,Mandarinen,DB,BB,N,https://youtu.be/6UoowhIfJ5E?t=1455
Encore Unlimited Season 1 Finals,2020-08-29,Europe,1,2E+ Final,Lunatic,MF,DB,PS,Ranger,VA,FI,CE,https://youtu.be/6UoowhIfJ5E?t=1955
Encore Unlimited Season 1 Finals,2020-08-29,Europe,1,2E+ Final,Magic,BW,CE,BB,Mr. Bors,PS,PW,DB,https://youtu.be/6UoowhIfJ5E?t=2975
Encore Unlimited Season 1 Finals,2020-08-29,Europe,1,2E+ Final,Izzmo,VA,DB,EL,Gone2Heaven,PW,EL,N,https://youtu.be/6UoowhIfJ5E?t=4650
Encore Unlimited Season 1 Finals,2020-08-29,Europe,1,2E+ Final,The_laboratory,BW,CE,BB,Magic,BW,CE,BB,https://youtu.be/6UoowhIfJ5E?t=5562
Encore Unlimited Season 1 Finals,2020-08-29,Europe,1,2E+ Final,Ranger,VA,FI,CE,Mandarinen,DB,BB,N,https://youtu.be/6UoowhIfJ5E?t=6290
Encore Unlimited Season 1 Finals,2020-08-29,Europe,1,2E+ Final,Gone2Heaven,PW,EL,N,The_laboratory,BW,CE,BB,https://youtu.be/6UoowhIfJ5E?t=7168
Encore Unlimited Season 1 Finals,2020-08-29,Europe,1,2E+ Final,Ranger,VA,FI,CE,BuzzerZero,MF,SQ,BB,https://youtu.be/6UoowhIfJ5E?t=7698
Encore Unlimited Season 1 Finals,2020-08-29,Europe,1,2E+ Final,Mr. Bors,PS,PW,DB,Izzmo,VA,DB,EL,https://youtu.be/6UoowhIfJ5E?t=9398
Encore Unlimited Season 1 Finals,2020-08-29,Europe,1,2E+ Final,Lunatic,MF,DB,PS,The_laboratory,BW,CE,BB,https://youtu.be/6UoowhIfJ5E?t=10252
Encore Unlimited Season 1 Finals,2020-08-29,Europe,1,2E+ Final,Izzmo,VA,DB,EL,Ranger,VA,FI,CE,https://youtu.be/6UoowhIfJ5E?t=10918
Encore Unlimited Season 1 Finals,2020-08-29,Europe,1,2E+ Final,The_laboratory,BW,CE,BB,Izzmo,VA,DB,EL,https://youtu.be/6UoowhIfJ5E?t=11470
Encore Unlimited Season 1 Finals,2020-08-29,Europe,1,2E+ Final,Mr. Bors,PS,PW,DB,Izzmo,VA,DB,EL,https://youtu.be/6UoowhIfJ5E?t=12832
Encore Unlimited Season 1 Finals,2020-08-29,Europe,1,2E+ Final,Peck,PC,RF,PS,BuzzerZero,MF,SQ,BB,https://youtu.be/6UoowhIfJ5E?t=4042
Encore Unlimited Season 1 Finals,2020-08-29,Europe,1,2E+ Final,Lunatic,MF,DB,PS,Peck,PC,RF,PS,https://youtu.be/6UoowhIfJ5E?t=8768
Encore Unlimited Season 1 Finals,2020-08-29,Europe,1,2E+ Final,Peck,PC,RF,PS,Mr. Bors,PS,PW,DB,https://youtu.be/6UoowhIfJ5E?t=12265
Encore Unlimited Season 1 Finals,2020-08-29,Europe,1,2E+ Final,Peck,PC,RF,PS,Izzmo,VA,DB,EL,https://youtu.be/6UoowhIfJ5E?t=13552
Casual Matches,2020-08-28,North America,1,2E+ Final,Cable,VA,N,N,Wingit,PC,N,N,https://youtu.be/ZGeAfd3kNcw
Casual Matches,2020-08-27,North America,1,2E+ Final,Adeveis,PS,SQ,BB,Wingit,PC,N,N,https://youtu.be/PnYFRjZivM8
Casual Matches,2020-08-26,North America,1,2E+ Final,CoagulateRed,VA,N,N,Wingit,VA,PC,N,https://youtu.be/5M8d2gfxwi4?t=375
Casual Matches,2020-08-26,North America,1,2E+ Final,Wingit,PC,N,N,Jturnes,PS,N,N,https://youtu.be/WwEsRrEn_Tk
Casual Matches,2020-08-25,South America,1,2E+ Final,Receita Federal,VA,RF,DB,Kima,PW,CE,N,https://youtu.be/33QmMV14qg8
Casual Matches,2020-08-24,North America,1,2E+ Final, AtroNx,CE,N,N,Wingit,PC,N,N,https://youtu.be/mF5wcB3ElS0
Brasil Special Showdown,2020-08-23,South America,1,2E+ Final,Ikkisoad,VA,CE,RF,noaa,PS,PW,DB,https://youtu.be/dNf-CtUur7Q?t=1135
Brasil Special Showdown,2020-08-23,South America,1,2E+ Final,Kima,RF,DB,PS,Hime,PC,BB,FU,https://youtu.be/dNf-CtUur7Q?t=1707
Brasil Special Showdown,2020-08-23,South America,1,2E+ Final,Ryuuji Kei,PS,FU,N,Jorge,PC,BW,BB,https://youtu.be/dNf-CtUur7Q?t=2567
Brasil Special Showdown,2020-08-23,South America,1,2E+ Final,Receita Federal,RF,BB,DB,Aristal,PS,SQ,EL,https://youtu.be/dNf-CtUur7Q?t=3136
Brasil Special Showdown,2020-08-23,South America,1,2E+ Final,Caio Lugon,MF,CE,PS,Kima,RF,DB,PS,https://youtu.be/dNf-CtUur7Q?t=4049
Brasil Special Showdown,2020-08-23,South America,1,2E+ Final,Acido,FI,DB,FU,Jorge,BB,PC,N,https://youtu.be/dNf-CtUur7Q?t=5000
Brasil Special Showdown,2020-08-23,South America,1,2E+ Final,Receita Federal,RF,BB,DB,noaa,PS,PW,DB,https://youtu.be/dNf-CtUur7Q?t=5573
Brasil Special Showdown,2020-08-23,South America,1,2E+ Final,Acido,FI,DB,FU,Kima,PW,DB,N,https://youtu.be/dNf-CtUur7Q?t=6179
Brasil Special Showdown,2020-08-23,South America,1,2E+ Final,Receita Federal,RF,BB,DB,Acido,FI,DB,FU,https://youtu.be/dNf-CtUur7Q?t=6653
Brasil Special Showdown,2020-08-23,South America,1,2E+ Final,Jorge,PC,BW,BB,Shukuteki,PW,N,N,https://youtu.be/dNf-CtUur7Q?t=7378
Brasil Special Showdown,2020-08-23,South America,1,2E+ Final,Caio Lugon,MF,CE,PS,Jorge,BW,PC,BB,https://youtu.be/dNf-CtUur7Q?t=7804
Brasil Special Showdown,2020-08-23,South America,1,2E+ Final,noaa,PS,PW,DB,Jorge,PC,BB,N,https://youtu.be/dNf-CtUur7Q?t=8791
Brasil Special Showdown,2020-08-23,South America,1,2E+ Final,Tiago,BW,PS,CE,Kima,RF,DB,PS,https://youtu.be/dNf-CtUur7Q?t=9238
Brasil Special Showdown,2020-08-23,South America,1,2E+ Final,Jorge,PC,BW,BB,Tiago,BW,DB,CE,https://youtu.be/dNf-CtUur7Q?t=10293
Brasil Special Showdown,2020-08-23,South America,1,2E+ Final,Receita Federal,RF,BB,DB,Jorge,PC,BW,BB,https://youtu.be/dNf-CtUur7Q?t=11273
Brasil Special Showdown,2020-08-23,South America,1,2E+ Final,Receita Federal,RF,BB,DB,Acido,FI,DB,FU,https://youtu.be/dNf-CtUur7Q?t=12181
Casual Matches,2020-08-23,North America,1,2E+ Final,LalitoTV,PC,N,N,Raposa,DB,PC,BB,https://youtu.be/IzYbcf9RCvc
Skullbats #98,2020-08-22,Europe,1,2E+ Final,Magic,SQ,BB,N,Ippolit,MF,SQ,FU,https://youtu.be/94PYlBJ1slQ?t=1000
Skullbats #98,2020-08-22,Europe,1,2E+ Final,Magic,BW,CE,BB,Riah,EL,FU,N,https://youtu.be/94PYlBJ1slQ?t=1950
Skullbats #98,2020-08-22,Europe,1,2E+ Final,Gone2Heaven,PW,N,N,Yew,MF,N,N,https://youtu.be/94PYlBJ1slQ?t=2348
Skullbats #98,2020-08-22,Europe,1,2E+ Final,Ranger,VA,FI,CE,Magic,BW,CE,BB,https://youtu.be/94PYlBJ1slQ?t=2810
Skullbats #98,2020-08-22,Europe,1,2E+ Final,Magic,BW,CE,BB,Meian,BB,PC,RF,https://youtu.be/94PYlBJ1slQ?t=3805
Skullbats #98,2020-08-22,Europe,1,2E+ Final,Izzmo,VA,DB,EL,Magic,BW,CE,BB,https://youtu.be/94PYlBJ1slQ?t=5765
Skullbats #98,2020-08-22,Europe,1,2E+ Final,Magic,BW,CE,BB,TommyBoi21,BW,MF,BB,https://youtu.be/94PYlBJ1slQ?t=6805
Cruz Clash Arena,2020-08-22,North America,1,2E+ Final,Rabbleflaggers,BW,PW,BB,LalitoTV,PC,N,N,https://youtu.be/dZbHdhJDBO0
Skullbats #98,2020-08-22,Europe,1,2E+ Final,Magic,BW,CE,BB,Peck,PC,RF,PS,https://youtu.be/94PYlBJ1slQ?t=4818
Tournament of Schmixture: Midwest VS. South,2020-08-21,North America,1,2E+ Final,LalitoTV,PC,N,N,Lawnba,PC,DB,RF,https://youtu.be/dt2f2rNac4Q?t=5
Tournament of Schmixture: Midwest VS. South,2020-08-21,North America,1,2E+ Final,LalitoTV,PC,N,N,Psychopath,PC,N,N,https://youtu.be/dt2f2rNac4Q?t=76
Tournament of Schmixture: Midwest VS. South,2020-08-21,North America,1,2E+ Final,LalitoTV,PC,N,N,Dhoppler,BB,PC,N,https://youtu.be/dt2f2rNac4Q?t=276
Tournament of Schmixture: Midwest VS. South,2020-08-21,North America,1,2E+ Final,LalitoTV,PC,N,N,Gelato,PS,DB,CE,https://youtu.be/dt2f2rNac4Q?t=503
Casual Matches,2020-08-21,North America,1,2E+ Final,LalitoTV,PC,N,N,Krool,PS,N,N,https://youtu.be/OUaag3Ag0Gs
Casual Matches,2020-08-21,North America,1,2E+ Final,Roscoes Wetsuit,PS,DB,CE,Wingit,PC,N,N,https://youtu.be/-xUdsd6OqFw
Casual Matches,2020-08-20,North America,1,2E+ Final,LalitoTV,PC,N,N,DobleXDash,FI,FU,N,https://youtu.be/-GVU3T8cNug
Casual Matches,2020-08-20,North America,1,2E+ Final,LalitoTV,PC,N,N,Vendingxd,SQ,BB,EL,https://youtu.be/__bGuJ9s1fQ
Salty Fight Club #63,2020-08-19,North America,1,2E+ Final,LalitoTV,PC,N,N,Wenzel,CE,BB,N,https://youtu.be/H8U8VAaOT9c
Casual Matches,2020-08-19,North America,1,2E+ Final, Lasse,PS,N,N,Wingit,PC,N,N,https://youtu.be/ACRzlVl0FxM
Casual Matches,2020-08-19,North America,1,2E+ Final,Wingit,PC,N,N,Faythless,BW,FU,N,https://youtu.be/H-lM398igsY?t=151
Casual Matches,2020-08-18,North America,1,2E+ Final, JTurnes ,PS,N,N,Wingit,PC,N,N,https://youtu.be/GcZ1isq6QUg
Casual Matches,2020-08-18,North America,1,2E+ Final,Wingit,PC,N,N,AAroncube,FU,CE,N,https://youtu.be/x1h90hujqG0
Casual Matches,2020-08-18,North America,1,2E+ Final,DawnHibiki,FU,CE,PS,iControl,VA,CE,DB,https://youtu.be/XZXZSZWYJuc
Tournament of Schmixture: East VS. South,2020-08-16,North America,1,2E+ Final,LalitoTV,PC,N,N,Dekillsage,FI,CE,BB,https://youtu.be/0Dw1YUFJHhM
Casual Matches,2020-08-15,South America,1,2E+ Final,Receita Federal,VA,RF,DB,Caio Lugon,MF,CE,PS,https://youtu.be/4T1BjKPIQJo
Skullbats #97,2020-08-15,Europe,1,2E+ Final,Lila,CE,DB,N,Yew,MF,N,N,https://youtu.be/2z1094POJRk?t=1540
Skullbats #97,2020-08-15,Europe,1,2E+ Final,Meian,BB,PC,RF,Lunatic,MF,DB,PS,https://youtu.be/2z1094POJRk?t=2010
Skullbats #97,2020-08-15,Europe,1,2E+ Final,Izzmo,VA,DB,EL,Ranger,VA,FI,CE,https://youtu.be/2z1094POJRk?t=2408
Skullbats #97,2020-08-15,Europe,1,2E+ Final,Gone2Heave,PW,EL,N,Mandarinen,DB,BB,N,https://youtu.be/2z1094POJRk?t=3490
Skullbats #97,2020-08-15,Europe,1,2E+ Final,GN4RK,FI,CE,BB,Ippolit,MF,SQ,FU,https://youtu.be/2z1094POJRk?t=4748
Skullbats #97,2020-08-15,Europe,1,2E+ Final,Hylik,BW,CE,BB,BigMassiveHuge,FU,RF,DB,https://youtu.be/2z1094POJRk?t=6220
Skullbats #97,2020-08-15,Europe,1,2E+ Final,Gone2Heaven,PW,EL,N,Lunatic,MF,DB,PS,https://youtu.be/2z1094POJRk?t=7082
Casual Matches,2020-08-15,North America,1,2E+ Final,LalitoTV,PC,N,N,Ralph,PC,PW,MF,https://youtu.be/VNGKyMNgQT0
Casual Matches,2020-08-15,North America,1,2E+ Final,LalitoTV,PC,N,N,Ralph,PC,PW,MF,https://www.youtube.com/watch?v=cOfoFjGA2h8
Casual Matches,2020-08-15,North America,1,2E+ Final,LalitoTV,PC,N,N,Ralph,PC,PW,MF,https://youtu.be/aPJ-3OZXpbU
Casual Matches,2020-08-15,North America,1,2E+ Final,Cable,VA,N,N,Wingit,PC,N,N,https://youtu.be/w9VSQwCRi3k
Skullbats #97,2020-08-15,Europe,1,2E+ Final,zeknife,PS,SQ,BB,Peck,PC,RF,PS,https://youtu.be/2z1094POJRk?t=548
Casual Matches,2020-08-14,North America,1,2E+ Final,NInjapls,EL,DB,PW,Wingit,PC,N,N,https://youtu.be/49xovq9MWCw
Casual Matches,2020-08-13,North America,1,2E+ Final,NInjapls,EL,DB,PW,Wingit,PC,N,N,https://youtu.be/q9Reple3XL0
Casual Matches,2020-08-12,North America,1,2E+ Final,Wingit,PC,N,N,Tyrone O'Canada,VA,RF,DB,https://youtu.be/_ZWfRBaZDSo
Casual Matches,2020-08-11,North America,1,2E+ Final,iControl,VA,CE,DB,DawnHibiki,FU,CE,PS,https://youtu.be/chMtxjxwRxw
Casual Matches,2020-08-11,North America,1,2E+ Final,Dragon Tiddies,VA,RF,N,WIngit,PC,N,N,https://youtu.be/Su-knpAytto
Casual Matches,2020-08-10,North America,1,2E+ Final,Mailard,EL,CE,BB,Wingit,PC,N,N,https://youtu.be/PY3Tnja3tI8
Brasil Sunday Showdown,2020-08-09,South America,1,2E+ Final,Vivo Al Minimo,DB,FU,PS,Hime,DB,PC,FU,https://youtu.be/PNUP6uupVCw?t=352
Brasil Sunday Showdown,2020-08-09,South America,1,2E+ Final,Duduzao,SQ,BB,N,Telemarketing,RF,DB,EL,https://youtu.be/PNUP6uupVCw?t=606
Brasil Sunday Showdown,2020-08-09,South America,1,2E+ Final,Shooty,PS,CE,PW,Jorge,PC,BW,BB,https://youtu.be/PNUP6uupVCw?t=1181
Brasil Sunday Showdown,2020-08-09,South America,1,2E+ Final,Ikkisoad,VA,RF,CE,Telemarketing,RF,DB,EL,https://youtu.be/PNUP6uupVCw?t=1770
Brasil Sunday Showdown,2020-08-09,South America,1,2E+ Final,noaa,PS,PW,DB,Tiago,BW,SQ,PS,https://youtu.be/PNUP6uupVCw?t=2519
Brasil Sunday Showdown,2020-08-09,South America,1,2E+ Final,Vivo Al Minimo,DB,FU,PS,Jorge,PC,BW,BB,https://youtu.be/PNUP6uupVCw?t=3331
Brasil Sunday Showdown,2020-08-09,South America,1,2E+ Final,Shooty,CE,PW,N,Skycrow,BW,BB,N,https://youtu.be/PNUP6uupVCw?t=4062
Brasil Sunday Showdown,2020-08-09,South America,1,2E+ Final,Neiel Jair,VA,RF,N,Jorge,PC,BW,BB,https://youtu.be/PNUP6uupVCw?t=4646
Brasil Sunday Showdown,2020-08-09,South America,1,2E+ Final,Hime,PC,FU,BB,Shukuteki,PW,EL,N,https://youtu.be/PNUP6uupVCw?t=5263
Brasil Sunday Showdown,2020-08-09,South America,1,2E+ Final,Imano Ob,MF,FU,N,Duduzao,SQ,BB,N,https://youtu.be/PNUP6uupVCw?t=5946
Brasil Sunday Showdown,2020-08-09,South America,1,2E+ Final,Telemarketing,RF,DB,EL,Hime,DB,PC,BB,https://youtu.be/PNUP6uupVCw?t=6748
Brasil Sunday Showdown,2020-08-09,South America,1,2E+ Final,Jorge,PC,BW,BB,noaa,PS,PW,DB,https://youtu.be/PNUP6uupVCw?t=7616
Rambulan Sa Bracketan,2020-08-08,Asia,1,2E+ Final,i am phone,PC,BB,N,Stein_,PS,EL,N,https://youtu.be/c_UJN2IKDuk?t=600
Rambulan Sa Bracketan,2020-08-08,Asia,1,2E+ Final,rznant,RF,BB,SQ,MJM,DB,CE,BB,https://youtu.be/c_UJN2IKDuk?t=1549
Rambulan Sa Bracketan,2020-08-08,Asia,1,2E+ Final,bananalden,SQ,BB,N,Gatas ng pusa,MF,BB,N,https://youtu.be/c_UJN2IKDuk?t=2670
Rambulan Sa Bracketan,2020-08-08,Asia,1,2E+ Final,M3Lucas,PS,BW,BB,I am phone,PC,BB,N,https://youtu.be/c_UJN2IKDuk?t=3257
Rambulan Sa Bracketan,2020-08-08,Asia,1,2E+ Final,MJM,CE,BB,N,Gatas ng pusa,BB,PC,MF,https://youtu.be/c_UJN2IKDuk?t=4052
Rambulan Sa Bracketan,2020-08-08,Asia,1,2E+ Final,bananalden,SQ,BB,N,rznant,RF,BB,SQ,https://youtu.be/c_UJN2IKDuk?t=4445
Rambulan Sa Bracketan,2020-08-08,Asia,1,2E+ Final,Stein_,PS,EL,N,bananalden,SQ,BB,N,https://youtu.be/c_UJN2IKDuk?t=5149
Rambulan Sa Bracketan,2020-08-08,Asia,1,2E+ Final,I am phone,PC,BB,N,MJM,DB,CE,BB,https://youtu.be/c_UJN2IKDuk?t=5545
Rambulan Sa Bracketan,2020-08-08,Asia,1,2E+ Final,M3Lucas,EL,PS,BW,rznant,RF,BB,SQ,https://youtu.be/c_UJN2IKDuk?t=6327
Rambulan Sa Bracketan,2020-08-08,Asia,1,2E+ Final,I am phone,PC,BB,N,bananalden,SQ,BB,N,https://youtu.be/c_UJN2IKDuk?t=7567
Rambulan Sa Bracketan,2020-08-08,Asia,1,2E+ Final,rznant,RF,BB,SQ,bananalden,SQ,BB,N,https://youtu.be/c_UJN2IKDuk?t=7628
Rambulan Sa Bracketan,2020-08-08,Asia,1,2E+ Final,M3Lucas,DB,PS,BW,rznant,RF,BB,SQ,https://youtu.be/c_UJN2IKDuk?t=8190
Eurofight #50,2020-08-08,Europe,1,2E+ Final,Dana,RF,FU,N,Yew,MF,N,N,https://youtu.be/ZOdRbU8YtYE?t=260
Eurofight #50,2020-08-08,Europe,1,2E+ Final,Lex,MF,VA,DB,Mandarinen,DB,BB,N,https://youtu.be/ZOdRbU8YtYE?t=835
Eurofight #50,2020-08-08,Europe,1,2E+ Final,Izzmo,VA,DB,EL,Magic,BW,CE,BB,https://youtu.be/ZOdRbU8YtYE?t=1538
Eurofight #50,2020-08-08,Europe,1,2E+ Final,Ranger,VA,FI,CE,Lunatic,MF,DB,PS,https://youtu.be/ZOdRbU8YtYE?t=2380
Eurofight #50,2020-08-08,Europe,1,2E+ Final,Gorabora,PS,FI,DB,The_laboratorySG,BW,CE,BB,https://youtu.be/ZOdRbU8YtYE?t=3575
Eurofight #50,2020-08-08,Europe,1,2E+ Final,Izzmo,VA,DB,EL,Pirouy,PC,BB,N,https://youtu.be/ZOdRbU8YtYE?t=4145
Eurofight #50,2020-08-08,Europe,1,2E+ Final,Lex,MF,VA,DB,Ranger,VA,FI,CE,https://youtu.be/ZOdRbU8YtYE?t=6880
Eurofight #50,2020-08-08,Europe,1,2E+ Final,Izzmo,VA,DB,EL,Mandarinen,DB,BB,N,https://youtu.be/ZOdRbU8YtYE?t=7902
Eurofight #50,2020-08-08,Europe,1,2E+ Final,Lunatic,MF,DB,PS,Magic,BW,CE,BB,https://youtu.be/ZOdRbU8YtYE?t=8768
Eurofight #50,2020-08-08,Europe,1,2E+ Final,Izzmo,VA,DB,EL,Lex,MF,VA,DB,https://youtu.be/ZOdRbU8YtYE?t=9648
Eurofight #50,2020-08-08,Europe,1,2E+ Final,Izzmo,VA,DB,EL,Lunatic,MF,DB,PS,https://youtu.be/ZOdRbU8YtYE?t=11375
Eurofight #50,2020-08-08,Europe,1,2E+ Final,Ranger,VA,FI,CE,Izzmo,VA,DB,EL,https://youtu.be/ZOdRbU8YtYE?t=12500
Eurofight #50,2020-08-08,Europe,1,2E+ Final,Magic,BW,CE,BB,Peck,PC,RF,PS,https://youtu.be/ZOdRbU8YtYE?t=5758
Eurofight #50,2020-08-08,Europe,1,2E+ Final,Peck,PC,RF,PS,Ranger,VA,FI,CE,https://youtu.be/ZOdRbU8YtYE?t=10718
Eurofight #50,2020-08-08,Europe,1,2E+ Final,Peck,PC,RF,PS,Izzmo,VA,DB,EL,https://youtu.be/ZOdRbU8YtYE?t=13580
Casual Matches,2020-08-07,North America,1,2E+ Final,Wingit,PC,N,N, Ignaciofire,BW,RF,N,https://youtu.be/GCWfXp2-fV8
Casual Matches,2020-08-05,North America,1,2E+ Final,Wingit,PC,N,N,Oddberry,FI,CE,BB,https://youtu.be/rQ8KLlwF7DM
Casual Matches,2020-08-04,South America,1,2E+ Final,Receita Federal,VA,BB,RF,Telemarketing,FI,DB,EL,https://youtu.be/rXF4SR1SYSo
Casual Matches,2020-08-04,North America,1,2E+ Final,Wingzero,FI,N,N,Wingit,PC,N,N,https://youtu.be/aAc0Gz0GNKE
Kumite Krool,2020-08-03,North America,1,2E+ Final,Krool,VA,RF,N,LalitoTV,PC,N,N,https://youtu.be/9tKfosi6HRg?t=410
Casual Matches,2020-08-03,North America,1,2E+ Final,Wingzero,FI,N,N,Wingit,PC,N,N,https://youtu.be/HkxzT4VTVlw
Kumite Vivo Al Minimo,2020-08-02,South America,1,2E+ Final,Vivo Al Minimo,DB,FU,PS,Telemarketing,FI,DB,EL,https://youtu.be/2dc01K8sdo4?t=764
